Price,Location,Square_Feet,Bedrooms,Bathrooms,Year_Built,Lot_Size,Neighborhood,City
464911,Northwest,2070,2,2,1993,6791,Brighton,San Jose
308138,Northwest,2734,4,2,2019,6052,Hawthorne,Seattle
465502,Southwest,2590,4,2,2010,6947,Brighton,San Jose
523034,Northeast,2347,3,3,1984,5565,Brighton,Seattle
310196,Southwest,1597,3,1,1996,5341,Hawthorne,Seattle
326599,Central,2180,4,3,1989,4192,Capitol Hill,Seattle
481412,Southwest,1964,3,2,2022,6547,Brighton,Seattle
421719,Northwest,2332,3,3,1995,5338,Capitol Hill,Portland
444118,Southwest,1876,4,2,1983,5694,Greenwood,Seattle
427247,Northwest,1789,4,2,1984,4940,Hawthorne,Seattle
431255,Southwest,1374,3,2,2021,8345,Hawthorne,Portland
293882,Northwest,2688,4,4,2020,5623,Greenwood,San Francisco
483785,Central,2040,3,2,1999,4785,Greenwood,San Francisco
493567,Northwest,2262,4,4,1985,4340,Greenwood,Portland
381648,Southwest,2199,3,2,1990,6028,Brighton,San Francisco
396521,Central,1773,3,2,1996,4746,Brighton,Seattle
277511,Southwest,1696,4,2,2020,5048,Brighton,San Jose
441140,Central,1797,4,1,1982,3972,Brighton,San Jose
445764,Northeast,1910,3,4,1995,5567,Brighton,Seattle
395024,Northeast,2346,3,3,2015,5556,Capitol Hill,Seattle
489948,Northeast,1881,4,3,2005,7357,Capitol Hill,San Francisco
373273,Southwest,2898,4,3,2003,4964,Brighton,Portland
445168,Southwest,2610,3,2,2013,3302,Hawthorne,San Jose
318426,Central,2523,4,4,1999,5277,Hawthorne,Seattle
398115,Central,2152,3,2,1996,6802,Capitol Hill,Portland
386051,Central,2805,4,3,1999,6110,Capitol Hill,Portland
418024,Central,2112,2,2,1995,6586,Hawthorne,Seattle
370437,Northwest,2187,3,4,1983,5952,Hawthorne,Portland
389482,Northeast,2267,2,3,1997,5061,Hawthorne,San Jose
466083,Northwest,2480,3,4,2015,4375,Capitol Hill,San Jose
365058,Northwest,2454,3,2,2014,4517,Capitol Hill,Portland
271473,Northwest,2009,3,2,2009,4897,Hawthorne,Seattle
539966,Northwest,1986,2,2,1997,6134,Capitol Hill,Portland
510516,Northeast,2455,3,3,2000,5419,Brighton,San Francisco
296618,Northwest,2486,4,3,2011,3700,Hawthorne,Seattle
455176,Central,2042,3,1,1984,5820,Greenwood,Seattle
359762,Southwest,1565,4,2,2020,6722,Hawthorne,Seattle
421078,Central,2117,3,2,2002,3921,Capitol Hill,San Jose
423537,Southwest,2449,3,3,2009,6049,Greenwood,Seattle
381247,Central,2922,4,2,2006,3388,Greenwood,Seattle
337298,Central,1720,5,3,1994,4624,Hawthorne,San Jose
344756,Southwest,2029,3,2,2020,4216,Brighton,San Jose
326704,Northeast,2044,2,2,1993,6184,Brighton,San Jose
333454,Northwest,2742,4,4,2000,7164,Capitol Hill,Seattle
394625,Central,2186,5,2,2013,6562,Greenwood,Seattle
342739,Northeast,1837,5,1,2005,6528,Brighton,San Jose
454564,Northwest,2423,3,1,2004,4568,Capitol Hill,San Jose
518979,Northeast,2038,3,2,2010,6082,Greenwood,San Francisco
353595,Northeast,1710,4,3,1985,5739,Capitol Hill,San Jose
419152,Northwest,1842,4,2,1983,4324,Brighton,Portland
439974,Central,2893,4,3,2003,6576,Capitol Hill,San Francisco
437760,Northeast,2353,5,1,2021,5933,Capitol Hill,San Jose
406076,Central,2243,4,3,2010,5281,Brighton,San Jose
459414,Central,2100,3,3,1998,6321,Brighton,San Jose
438579,Central,2316,3,4,1990,5647,Capitol Hill,San Jose
300987,Northwest,2312,4,4,2008,6701,Brighton,Portland
469532,Southwest,2316,3,2,1984,7388,Hawthorne,San Jose
470983,Central,2245,3,2,1997,5220,Hawthorne,Seattle
338937,Southwest,2547,2,3,1982,5209,Hawthorne,San Francisco
403035,Southwest,2209,3,2,2019,5009,Greenwood,San Jose
454666,Northeast,1808,3,2,1990,5517,Hawthorne,Seattle
383254,Central,1955,4,2,2000,6850,Hawthorne,Portland
485838,Central,1408,3,2,2009,4439,Hawthorne,San Francisco
589109,Central,3010,4,2,1998,4129,Brighton,San Jose
337121,Southwest,2545,3,2,2004,5735,Brighton,San Francisco
289516,Northwest,1867,3,1,2014,5462,Brighton,San Jose
424305,Southwest,2087,5,3,1991,5693,Brighton,Portland
457725,Central,1945,5,1,2005,3543,Brighton,Portland
381530,Central,2817,2,4,1984,7041,Hawthorne,San Francisco
516260,Central,1632,4,2,1998,5705,Hawthorne,San Francisco
292911,Southwest,2245,3,3,2006,7946,Brighton,San Francisco
455433,Central,2156,5,2,2017,5913,Capitol Hill,Portland
351531,Northeast,2530,3,1,2008,5098,Brighton,Seattle
537550,Central,2158,3,2,1991,5754,Hawthorne,San Francisco
559401,Northwest,1496,4,2,1998,6979,Hawthorne,San Jose
338667,Northeast,2099,4,3,1988,4779,Brighton,Portland
356035,Central,1811,3,3,1997,6084,Greenwood,San Francisco
468767,Northeast,2231,4,1,2008,5937,Capitol Hill,Portland
369029,Central,2773,2,2,1982,6094,Brighton,San Francisco
396367,Northwest,1504,5,2,2002,4591,Hawthorne,Portland
402031,Central,1879,2,2,2009,6137,Capitol Hill,Portland
246426,Northeast,1978,5,2,2003,6062,Greenwood,San Francisco
398892,Northwest,2047,3,4,2016,7066,Capitol Hill,San Jose
344821,Southwest,2496,3,2,2016,7272,Brighton,Portland
360550,Northwest,2130,5,3,1983,5872,Hawthorne,San Jose
515490,Northwest,2366,5,3,2007,5729,Hawthorne,San Jose
299479,Northwest,1949,4,3,1995,4539,Hawthorne,Portland
465056,Northeast,2291,3,2,1992,5303,Capitol Hill,Portland
377682,Northwest,2511,4,3,1987,5044,Brighton,Portland
377619,Central,1907,4,3,2004,6475,Brighton,San Jose
463229,Northwest,2512,4,2,1981,5807,Capitol Hill,Portland
427204,Northwest,2220,4,2,2009,4518,Capitol Hill,Portland
445649,Central,2618,2,4,2019,4658,Greenwood,Portland
477454,Central,2119,4,3,1982,8051,Hawthorne,Portland
373495,Southwest,2352,4,2,2002,5071,Capitol Hill,San Francisco
351021,Northwest,2183,3,2,2008,6177,Hawthorne,Portland
313187,Northeast,2161,4,2,2020,5522,Greenwood,San Jose
333967,Northwest,2303,4,2,2009,5250,Brighton,San Jose
635927,Northwest,2414,4,2,1990,6672,Hawthorne,Seattle
499574,Central,1700,2,2,2000,5045,Capitol Hill,San Francisco
291914,Southwest,2773,4,3,2006,5198,Capitol Hill,San Francisco
294203,Northwest,1456,3,3,2003,6874,Greenwood,Seattle
438549,Northeast,1926,4,3,2010,5115,Hawthorne,San Jose
443781,Northwest,2162,4,2,2009,4093,Brighton,San Jose
443910,Northeast,2364,4,3,1980,4372,Brighton,Portland
379603,Central,2830,3,2,1980,6014,Capitol Hill,Seattle
389963,Southwest,1456,4,2,1987,4798,Greenwood,San Jose
426230,Northwest,1996,5,4,2021,6629,Capitol Hill,Seattle
406871,Southwest,1349,3,2,2013,5520,Capitol Hill,Seattle
222455,Northwest,2212,5,2,1995,6262,Capitol Hill,San Francisco
381616,Northeast,2308,4,2,2006,5853,Capitol Hill,San Jose
331887,Southwest,2836,4,2,1983,6559,Greenwood,San Jose
414016,Northwest,2248,3,3,1998,7383,Capitol Hill,Portland
638820,Central,2617,3,4,2008,6064,Hawthorne,San Jose
429398,Northeast,2433,5,3,2020,6015,Capitol Hill,San Francisco
374917,Southwest,2025,3,3,1982,6612,Capitol Hill,San Jose
473744,Northwest,1636,2,3,1990,4936,Brighton,Portland
438615,Southwest,2310,4,3,1987,6041,Brighton,San Jose
433607,Northwest,1603,3,1,2018,4578,Greenwood,Seattle
448548,Northeast,2718,4,4,2012,4741,Greenwood,San Francisco
564523,Central,2135,4,2,1987,5024,Hawthorne,Portland
309528,Northeast,2678,5,4,2004,6768,Capitol Hill,Portland
437890,Southwest,2007,4,1,2003,5359,Brighton,Seattle
325889,Southwest,2307,3,3,2005,4719,Hawthorne,San Francisco
444441,Northwest,2283,3,3,2005,6259,Hawthorne,San Jose
326505,Northeast,2181,4,4,1996,3852,Greenwood,San Francisco
366610,Northwest,2026,3,3,2006,3628,Brighton,San Francisco
376392,Northeast,2356,5,2,2008,5247,Capitol Hill,San Francisco
478065,Southwest,1829,4,2,2022,5231,Greenwood,San Francisco
473476,Northwest,1716,2,2,2018,6543,Hawthorne,San Francisco
300342,Northwest,2697,5,2,1988,6700,Hawthorne,San Francisco
404394,Northeast,2490,3,2,1993,5398,Brighton,Seattle
343233,Central,2226,3,2,1984,5291,Brighton,Portland
299319,Northeast,2866,4,2,2009,4723,Capitol Hill,Seattle
382638,Central,2092,5,4,2007,5390,Brighton,San Jose
375321,Northeast,2729,4,4,2016,2943,Brighton,Portland
594137,Southwest,2270,3,1,1987,5048,Greenwood,Portland
434636,Northwest,1790,3,1,1994,5419,Greenwood,San Jose
289790,Northeast,2939,3,2,2007,4714,Capitol Hill,Portland
354818,Southwest,2596,3,2,2015,4856,Greenwood,San Jose
481710,Northeast,2151,3,1,2012,5201,Capitol Hill,San Francisco
567075,Northwest,2490,4,2,1985,5493,Greenwood,San Francisco
273121,Northeast,2038,5,2,1991,6362,Hawthorne,Portland
249606,Central,2531,3,2,1986,5926,Greenwood,Portland
549677,Northwest,1243,3,2,2007,6381,Capitol Hill,San Francisco
431169,Central,1792,4,2,1986,6072,Greenwood,San Francisco
330536,Southwest,2591,4,3,2020,5614,Brighton,San Jose
442770,Southwest,2100,5,3,1980,7731,Hawthorne,Portland
189140,Northeast,2283,3,2,2003,4783,Greenwood,Portland
400270,Central,1661,3,1,1998,4586,Hawthorne,Seattle
426225,Central,2939,4,2,2011,5347,Hawthorne,San Francisco
473941,Northwest,2676,4,2,2009,5439,Hawthorne,San Francisco
318888,Central,2119,3,2,1980,5637,Hawthorne,Portland
406854,Central,2038,4,2,2011,4545,Brighton,Seattle
325966,Northwest,2611,3,2,1999,7457,Brighton,San Jose
420430,Northwest,2992,3,2,2000,5154,Capitol Hill,San Jose
328372,Central,2581,4,3,1998,4536,Capitol Hill,San Francisco
367351,Northeast,3068,3,1,2009,5764,Capitol Hill,Seattle
320334,Northwest,1831,4,2,2007,6595,Capitol Hill,Seattle
452090,Northwest,1872,3,2,2011,7110,Hawthorne,San Jose
468676,Central,1724,3,1,2009,3101,Hawthorne,San Francisco
381230,Central,2376,3,3,2002,6267,Hawthorne,Portland
403059,Northwest,2270,3,3,2006,7256,Brighton,Seattle
284112,Central,2139,2,1,2016,4904,Brighton,Portland
376025,Northwest,2523,4,3,2005,5268,Hawthorne,San Francisco
395983,Northeast,2692,4,3,1982,4551,Hawthorne,San Jose
609663,Northeast,1589,3,2,2010,4940,Hawthorne,Seattle
311042,Northwest,1961,2,2,1981,4434,Hawthorne,Portland
517134,Northwest,2528,5,3,1989,6434,Brighton,Seattle
479748,Southwest,2012,3,2,2017,5393,Greenwood,Seattle
422450,Southwest,1880,3,2,1998,2496,Capitol Hill,Seattle
540689,Central,2607,3,2,2010,4897,Capitol Hill,San Francisco
429768,Central,1684,4,3,2008,4809,Greenwood,Portland
431132,Northwest,2079,3,4,2004,6355,Brighton,Seattle
395750,Northwest,2331,4,3,2011,5432,Brighton,Portland
497885,Southwest,1970,3,3,1996,5405,Greenwood,San Francisco
487717,Southwest,2513,3,4,2002,6142,Capitol Hill,Seattle
349945,Northwest,1972,3,3,1997,6557,Capitol Hill,Seattle
294460,Northeast,2763,4,3,1990,5767,Greenwood,Seattle
383761,Northeast,2149,4,4,1999,4845,Greenwood,Portland
335996,Central,2468,3,1,1992,3994,Hawthorne,Portland
394918,Northwest,2498,3,3,2003,6949,Greenwood,Seattle
498995,Northwest,1948,4,3,2022,8889,Greenwood,Portland
363415,Central,1378,4,4,1999,5624,Capitol Hill,Portland
396574,Southwest,2344,3,3,2021,5816,Hawthorne,Seattle
404641,Southwest,2228,4,3,2007,7004,Hawthorne,Seattle
467874,Northeast,2422,3,4,2014,3787,Capitol Hill,San Jose
220248,Northwest,2109,3,2,2000,6454,Capitol Hill,San Jose
351463,Southwest,2027,2,1,1985,5875,Brighton,Seattle
416902,Northeast,3003,4,1,1986,4730,Hawthorne,San Francisco
496006,Northeast,1611,3,2,2008,4979,Greenwood,Seattle
360647,Northeast,2493,4,2,2002,4184,Hawthorne,Seattle
249875,Southwest,1970,4,2,1984,6625,Brighton,Seattle
449576,Southwest,2065,4,2,2001,4460,Greenwood,Seattle
349171,Northwest,2073,3,4,1988,5912,Brighton,Seattle
304826,Northwest,1878,3,2,2011,3873,Capitol Hill,Seattle
350052,Northeast,2428,5,3,1989,6894,Brighton,Seattle
385237,Northeast,2756,4,4,2022,5295,Capitol Hill,Seattle
351620,Southwest,2388,4,2,2007,6572,Brighton,San Jose
223554,Southwest,2241,2,2,1990,5288,Capitol Hill,San Jose
471765,Northwest,1805,3,3,1986,4893,Hawthorne,San Jose
501990,Northwest,2406,4,3,2009,4159,Capitol Hill,San Francisco
452121,Central,3062,2,2,2022,6553,Hawthorne,Portland
308985,Northwest,2047,4,2,2017,5136,Capitol Hill,San Francisco
383880,Southwest,2049,3,2,2013,5796,Brighton,San Francisco
399478,Northeast,1975,2,2,2007,4792,Brighton,Seattle
447903,Central,2004,3,2,2011,5482,Brighton,San Jose
453467,Northwest,1101,3,2,1995,5705,Capitol Hill,Seattle
341266,Northwest,2362,3,3,2018,3744,Capitol Hill,Seattle
406559,Southwest,1861,4,4,1980,4817,Brighton,San Jose
436582,Central,1555,3,3,2013,7075,Hawthorne,Seattle
516465,Northwest,2501,3,4,2020,4682,Capitol Hill,Portland
456360,Northeast,1767,5,3,2002,6402,Hawthorne,Portland
463124,Southwest,2064,3,3,1999,5826,Capitol Hill,San Francisco
406706,Central,2786,3,2,1997,6011,Brighton,San Jose
512836,Northwest,1636,4,2,1997,6133,Hawthorne,Portland
432781,Northwest,1586,5,3,2021,5520,Greenwood,San Francisco
331112,Central,2307,2,4,2019,4930,Capitol Hill,Seattle
512269,Southwest,2659,3,2,2000,4755,Hawthorne,San Francisco
455832,Central,1570,4,1,1987,5169,Brighton,San Francisco
364556,Central,2363,3,3,2013,6750,Hawthorne,Portland
361640,Southwest,2432,4,2,1990,4144,Greenwood,San Francisco
423726,Northwest,1376,5,1,2022,5188,Greenwood,San Jose
437054,Northeast,2519,5,3,2022,3985,Hawthorne,Seattle
415783,Southwest,2550,3,2,1989,4917,Greenwood,San Jose
424904,Northeast,2075,3,3,1987,5375,Capitol Hill,Seattle
535996,Northwest,2700,5,4,1987,6894,Greenwood,San Jose
485723,Central,2654,3,2,1998,7003,Hawthorne,Seattle
415250,Northeast,2241,3,2,1980,3702,Hawthorne,San Jose
475304,Northwest,2019,4,2,1982,3988,Capitol Hill,Seattle
317398,Northwest,1810,3,2,2011,5334,Capitol Hill,Portland
431834,Central,2184,3,3,1995,6261,Hawthorne,San Francisco
544744,Central,2427,5,2,2009,3897,Brighton,San Francisco
382556,Northwest,2070,3,2,2007,5129,Capitol Hill,San Francisco
332189,Northwest,1320,2,1,2007,6535,Brighton,San Francisco
347832,Northeast,2707,3,2,1995,6657,Greenwood,Seattle
312829,Northwest,2276,4,2,2020,5195,Greenwood,San Jose
337219,Northwest,2048,3,3,2012,3498,Capitol Hill,San Jose
370359,Northeast,2542,3,2,2004,6549,Capitol Hill,Portland
287554,Southwest,2809,4,2,1997,4579,Hawthorne,San Francisco
401249,Northeast,1079,4,2,2005,6037,Greenwood,San Francisco
472182,Northeast,2373,3,4,1985,4600,Capitol Hill,Portland
327379,Central,1629,4,2,2017,5600,Hawthorne,San Francisco
521542,Northeast,2399,3,3,1982,5810,Brighton,Portland
440863,Northwest,2251,4,2,2022,6784,Hawthorne,San Francisco
482446,Northwest,2454,3,3,1985,4092,Greenwood,San Jose
347373,Northwest,2000,3,2,1993,4618,Hawthorne,Portland
468362,Southwest,1450,4,4,1997,7113,Hawthorne,San Jose
312645,Northwest,2019,3,3,1995,5731,Capitol Hill,San Francisco
471219,Southwest,2362,3,3,2003,4640,Hawthorne,San Jose
413747,Northwest,2606,3,2,1992,6222,Greenwood,San Jose
444260,Northeast,1731,4,3,1980,4500,Hawthorne,Seattle
305952,Central,2610,3,3,2017,5695,Hawthorne,San Francisco
328394,Northwest,1940,3,2,1993,4815,Greenwood,Seattle
447778,Southwest,2344,2,2,1996,6742,Brighton,Portland
324132,Southwest,1996,3,3,1992,4643,Brighton,Seattle
437056,Central,2272,3,1,1992,2846,Greenwood,San Francisco
290628,Northwest,2556,3,3,1988,5051,Brighton,Seattle
467853,Northeast,1709,2,1,1985,4832,Hawthorne,Seattle
301398,Northwest,1928,3,2,1985,5255,Capitol Hill,San Francisco
444183,Northwest,2273,4,3,2009,6056,Greenwood,San Jose
450050,Central,3160,4,1,2016,4318,Hawthorne,Portland
344258,Northwest,1854,5,4,1993,4722,Capitol Hill,Seattle
446562,Northeast,3016,2,3,1983,5494,Hawthorne,San Francisco
420835,Southwest,3001,5,3,2013,4840,Greenwood,Seattle
356892,Central,2161,3,3,1981,5565,Hawthorne,Portland
319315,Northeast,2080,5,3,1996,6037,Greenwood,Portland
242989,Southwest,1923,3,2,2021,5513,Hawthorne,Portland
427972,Central,2172,3,3,1993,6600,Capitol Hill,Seattle
274815,Central,1637,3,2,1996,4551,Capitol Hill,San Jose
407627,Southwest,2169,3,2,2009,4921,Capitol Hill,San Jose
378924,Southwest,2798,4,2,2022,6993,Brighton,San Jose
454331,Northeast,1955,4,3,2008,4765,Hawthorne,San Francisco
375836,Northwest,2103,5,1,1986,7950,Hawthorne,San Jose
373644,Northwest,1519,4,2,1988,6466,Capitol Hill,San Jose
458549,Northwest,2349,3,3,2002,4678,Greenwood,Portland
426804,Northwest,2305,2,2,2015,6085,Brighton,San Francisco
425292,Northwest,2225,5,3,1993,5796,Hawthorne,Portland
437541,Northeast,2113,4,3,1999,4045,Hawthorne,Seattle
277154,Central,2082,4,2,1996,7044,Brighton,Seattle
460543,Northeast,2400,3,2,2011,6321,Brighton,Portland
448997,Northeast,2188,4,3,2004,6976,Capitol Hill,San Francisco
318665,Northeast,2325,5,2,2009,6546,Brighton,San Jose
380473,Central,2285,3,2,2006,5848,Capitol Hill,San Jose
396855,Northeast,2649,3,2,2006,6579,Brighton,San Francisco
389240,Northeast,2470,3,2,2010,4164,Brighton,San Jose
426708,Central,2277,4,2,2005,7483,Hawthorne,San Jose
514509,Northeast,2807,2,2,1993,6245,Capitol Hill,Portland
486541,Northwest,2368,2,3,2000,3546,Brighton,Seattle
295022,Southwest,2721,3,2,2007,4005,Brighton,San Francisco
449765,Northeast,2442,4,3,1994,5787,Hawthorne,San Francisco
506314,Southwest,1463,3,2,2009,4610,Greenwood,San Jose
430944,Northeast,2721,2,2,2004,6019,Hawthorne,San Jose
487278,Northeast,2254,5,3,1990,4514,Capitol Hill,Seattle
560981,Northwest,2179,5,3,1990,4227,Greenwood,San Francisco
481896,Central,2312,3,3,2007,4959,Brighton,Portland
419944,Southwest,2062,4,3,1984,8768,Capitol Hill,Seattle
483607,Central,2290,4,3,2007,4405,Greenwood,Portland
411591,Northwest,1963,3,1,1987,6756,Capitol Hill,Seattle
401912,Northwest,2709,3,3,2005,4742,Hawthorne,Portland
371886,Southwest,2154,3,3,1985,5411,Greenwood,Portland
525073,Central,2046,3,4,2011,5624,Greenwood,Portland
334525,Northwest,1830,3,3,2011,5437,Greenwood,San Francisco
522589,Northeast,2307,4,3,1991,5556,Brighton,San Jose
439989,Northeast,2274,3,2,1985,5838,Hawthorne,San Francisco
288055,Northeast,2355,4,3,1992,4006,Greenwood,Portland
429411,Central,1789,3,4,2018,5367,Capitol Hill,San Jose
231997,Northeast,1559,4,3,2019,5444,Brighton,Portland
450040,Northeast,2450,3,3,2013,6055,Hawthorne,Seattle
470818,Northwest,2793,4,1,2002,5218,Hawthorne,San Jose
352611,Northwest,1789,4,3,2020,6028,Hawthorne,San Francisco
409883,Northeast,2835,4,3,1996,4847,Hawthorne,Portland
556332,Northeast,2313,3,3,1980,4947,Brighton,San Jose
359540,Northwest,2197,4,2,1986,5811,Hawthorne,San Francisco
315287,Southwest,2040,5,3,1992,4471,Capitol Hill,Seattle
518533,Central,1646,4,2,1993,4935,Capitol Hill,Portland
557006,Central,2595,3,3,1996,5005,Capitol Hill,San Francisco
400295,Northwest,1889,4,2,2009,5058,Greenwood,San Jose
480917,Central,1888,3,3,2013,5557,Hawthorne,Seattle
507318,Northwest,2596,5,2,2006,4609,Capitol Hill,Portland
340601,Northwest,1446,4,1,2004,6125,Hawthorne,San Francisco
361175,Northwest,1590,3,3,2014,5228,Brighton,Seattle
498469,Northwest,2192,2,2,1988,5903,Capitol Hill,Seattle
534801,Southwest,2317,3,3,1985,4272,Greenwood,San Francisco
445030,Northeast,2393,5,4,2005,2641,Greenwood,Portland
329614,Northeast,2079,2,4,2017,6443,Brighton,San Francisco
558964,Southwest,3212,3,2,2018,5708,Capitol Hill,Seattle
357522,Central,2108,5,3,2006,6046,Brighton,Seattle
373188,Central,2107,3,2,2019,6817,Greenwood,San Jose
427387,Northeast,1881,3,4,2010,4560,Greenwood,Portland
524332,Central,2249,4,3,1982,3691,Hawthorne,San Francisco
468318,Northeast,2445,3,1,2003,6478,Brighton,Portland
433189,Northeast,2681,3,2,1994,6152,Greenwood,Portland
437063,Southwest,1604,2,2,1985,6605,Capitol Hill,Seattle
403481,Central,2101,4,3,1990,7158,Capitol Hill,San Jose
444651,Southwest,2378,5,2,2009,4326,Greenwood,San Francisco
197635,Northeast,2434,3,3,2014,6436,Brighton,San Francisco
376271,Northeast,2202,3,3,2017,5246,Brighton,San Jose
419305,Northeast,2416,3,4,2022,6466,Capitol Hill,San Jose
307918,Northwest,1876,4,4,2019,7336,Greenwood,Seattle
430905,Northwest,2823,3,2,2008,5527,Capitol Hill,Seattle
383642,Northwest,2597,5,3,2002,4754,Brighton,San Francisco
540438,Southwest,1662,2,3,2021,4144,Greenwood,San Jose
525841,Northeast,1769,5,3,2021,3246,Capitol Hill,Portland
362735,Central,1781,4,1,1982,6951,Greenwood,Portland
387932,Southwest,2471,4,2,2005,7014,Hawthorne,San Jose
394084,Southwest,1686,3,2,1993,6511,Capitol Hill,San Francisco
363867,Southwest,2067,4,2,1998,5199,Capitol Hill,Portland
415601,Central,2381,3,2,2000,6287,Hawthorne,Portland
339337,Northeast,2173,2,2,2000,5805,Brighton,San Jose
309550,Northwest,2303,3,3,1988,4339,Capitol Hill,Seattle
449816,Northeast,1773,5,2,1992,6648,Capitol Hill,Portland
450362,Northeast,2437,4,3,2020,6009,Brighton,Seattle
335654,Southwest,1954,4,1,2016,6236,Greenwood,Portland
471628,Southwest,2070,4,3,2017,5826,Hawthorne,San Francisco
349473,Southwest,2295,3,4,2003,5633,Brighton,Seattle
420253,Northwest,2241,4,3,2017,5853,Greenwood,San Francisco
465627,Northwest,2209,4,3,1990,5215,Hawthorne,Seattle
397310,Northwest,1899,4,2,2008,6107,Greenwood,San Jose
436379,Northeast,2080,3,3,2017,7451,Capitol Hill,San Jose
358685,Southwest,2200,5,2,2020,5962,Hawthorne,Portland
384282,Central,1649,5,2,1996,6616,Greenwood,San Francisco
383531,Northeast,2014,4,2,2005,4319,Hawthorne,Seattle
340273,Northwest,2355,3,2,2005,6313,Greenwood,San Francisco
385858,Central,1689,4,2,1991,6009,Greenwood,San Francisco
276110,Central,2662,4,3,1997,6575,Capitol Hill,Portland
360707,Southwest,2707,3,2,1988,5075,Brighton,San Jose
377209,Central,1701,3,3,1982,6484,Hawthorne,Seattle
379505,Northwest,2743,3,3,1989,4780,Capitol Hill,Portland
380680,Southwest,2142,4,2,2022,6638,Hawthorne,San Francisco
395058,Central,2367,3,2,1981,6707,Brighton,San Jose
438355,Southwest,2001,3,3,1987,4394,Capitol Hill,San Jose
469961,Central,2569,4,2,2022,5864,Brighton,Seattle
348018,Northeast,2362,4,2,1997,5280,Capitol Hill,San Jose
303743,Northeast,1874,2,3,2018,5987,Capitol Hill,San Francisco
316636,Northwest,1733,3,2,2010,5539,Capitol Hill,San Jose
361023,Northeast,1615,5,2,1993,5275,Capitol Hill,San Francisco
371846,Northeast,2275,4,2,2018,4918,Greenwood,Seattle
338400,Northeast,2428,3,2,2012,6941,Hawthorne,San Francisco
296310,Central,2460,5,2,2008,4758,Greenwood,San Jose
363510,Central,2152,2,1,2012,4954,Greenwood,San Jose
414514,Southwest,1737,5,2,2014,4244,Greenwood,Seattle
447602,Central,1927,3,2,1981,6356,Capitol Hill,Seattle
355406,Northeast,2660,2,4,2014,6537,Capitol Hill,San Jose
366960,Central,2006,3,2,2011,5892,Brighton,Seattle
325864,Northwest,2257,3,3,2015,4729,Hawthorne,San Francisco
397484,Southwest,1769,4,1,2002,3795,Brighton,Portland
332125,Southwest,2334,4,2,1984,6059,Brighton,San Francisco
445850,Central,2016,4,3,1995,6398,Hawthorne,San Francisco
257130,Northeast,2618,3,3,2019,4990,Hawthorne,Seattle
371229,Southwest,2509,3,2,2003,5574,Brighton,Portland
424088,Northwest,2001,3,2,2019,3928,Brighton,San Jose
414706,Northwest,2149,2,2,2007,4709,Brighton,Seattle
615442,Southwest,1979,4,3,2004,5886,Capitol Hill,San Francisco
427984,Northeast,1632,2,1,1986,5395,Hawthorne,Portland
319675,Northeast,1857,4,2,2017,5689,Hawthorne,Seattle
392362,Central,2279,4,3,1986,6639,Greenwood,San Francisco
257900,Central,2330,3,4,2001,4257,Capitol Hill,San Francisco
393552,Southwest,2259,4,3,2001,5705,Capitol Hill,San Jose
333355,Central,2079,3,2,2006,4819,Hawthorne,San Jose
473231,Central,2573,3,3,2012,5324,Capitol Hill,Portland
356036,Central,2225,4,3,2011,5790,Brighton,San Francisco
390658,Northwest,2481,3,3,2018,4234,Hawthorne,San Francisco
349155,Central,1490,3,3,2011,4847,Hawthorne,San Jose
539108,Southwest,631,4,4,1980,5086,Capitol Hill,San Francisco
374300,Northeast,2313,3,1,1989,5896,Hawthorne,San Jose
546604,Central,1630,4,2,1983,6600,Capitol Hill,San Francisco
465132,Northeast,2115,3,3,2008,3828,Capitol Hill,San Jose
438565,Central,2079,3,2,1986,4832,Capitol Hill,San Jose
429498,Southwest,2834,5,1,2017,5353,Brighton,Portland
431503,Northwest,2359,4,2,1985,5349,Capitol Hill,San Francisco
245786,Southwest,2266,2,3,1990,5915,Capitol Hill,San Francisco
377689,Northwest,2534,3,2,1988,4259,Greenwood,San Jose
467612,Central,2347,5,3,2009,5297,Greenwood,San Francisco
396088,Central,2016,2,1,2001,5087,Brighton,San Jose
287584,Northwest,2628,4,2,2018,6221,Brighton,Portland
395807,Southwest,1756,4,2,1988,5574,Capitol Hill,Portland
536328,Southwest,2329,4,1,2017,5055,Greenwood,San Jose
499751,Northwest,1580,4,3,2012,6717,Brighton,Seattle
395039,Central,2281,4,3,2005,4970,Hawthorne,Portland
476115,Northwest,2277,4,3,1995,4700,Hawthorne,San Francisco
370679,Central,2870,4,2,1988,6089,Capitol Hill,San Jose
263690,Northwest,1574,4,2,2002,5024,Greenwood,San Jose
326042,Central,1959,3,2,1994,5565,Hawthorne,Portland
525031,Northwest,2529,3,2,1998,7232,Greenwood,San Jose
378080,Northeast,2334,4,2,2021,5010,Brighton,Portland
380529,Central,2272,5,3,1995,4533,Greenwood,San Jose
376012,Southwest,1817,3,1,2004,5284,Capitol Hill,Portland
552330,Northwest,1963,3,2,2014,5192,Greenwood,San Francisco
530076,Southwest,2698,5,4,1992,6266,Hawthorne,Seattle
577502,Northwest,2179,4,2,1986,4131,Greenwood,Seattle
387276,Southwest,2350,3,4,2013,8187,Greenwood,Seattle
423649,Southwest,2153,4,4,1993,4779,Greenwood,Seattle
278668,Northwest,1726,5,2,2002,6025,Brighton,Portland
